"gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","F0hPC1","F0hPC2","F0hPC3","F0hPP1","F0hPP2","F0hPP3"
"ENSMUSG00000041729",10.0784151880772,0.262066076940414,0.744485538920917,0.352009627104727,0.724831042601275,0.931700305868861,"Coro2b","coronin, actin binding protein, 2B",8.03003882628925,10,11.0088796511759,15.1830088731354,13.3979860026589,9.01969642911104
"ENSMUSG00000041731",1.5122506075896,1.73916648111005,1.7017144088673,1.02200843575608,0.306776907813422,NA,"Pgm5","phosphoglucomutase 5",2,3,3,1,0,1
"ENSMUSG00000041733",595.282078840204,0.0303126960640588,0.106893825782684,0.283577613974493,0.776734094589381,0.951015942823748,"Coq5","coenzyme Q5 methyltransferase",755.423411073312,773.837806659404,632,605.822925693772,586.925326669846,568.64715720525
"ENSMUSG00000041734",34.8792669489722,0.0242242217000327,0.334473501050459,0.0724249353803913,0.942263741334777,0.990481249322216,"Kirrel1","kirre like nephrin family adhesion molecule 1",42,47,44,30,38,32
"ENSMUSG00000041736",1312.78828544248,0.00801788095211016,0.122709462421893,0.0653403640914302,0.94790300509433,0.990856503405061,"Tspo","translocator protein",1524.07065096994,1496.58478564428,972.220072376176,1356.93531646082,1104.68992154045,841.228946707363
"ENSMUSG00000041737",0.688568297427936,1.47755055843793,3.16046295850843,0.467510797574814,0.640134468729172,NA,"Tmem45b","transmembrane protein 45b",0,1.54993925413322,0,0,0,0
"ENSMUSG00000041740",3513.25601895527,-0.0739511629505069,0.137790791538409,-0.536691618684062,0.591480646394517,0.884242483118366,"Rnf10","ring finger protein 10",4196.72488494616,4211.6474656504,2804.66627809103,4018.5395403228,2998.9371628548,2655.97768902754
"ENSMUSG00000041741",5.52680078820713,-0.304438941018555,0.692229605644741,-0.439794742287859,0.660085775988329,0.908890221350307,"Pde3a","phosphodiesterase 3A, cGMP inhibited",7.0000072277513,4.01653525396423,7.00476005553269,6.06276007836517,9.00322565977482,4.00387042157583
"ENSMUSG00000041747",210.68082200742,0.108400140486339,0.165498974948545,0.65498979990687,0.512474321316861,0.848109452877517,"Utp15","UTP15 small subunit processome component",254.87567420605,282.16911586662,179.838828549928,174.343078900419,174.644329440579,199
"ENSMUSG00000041748",1.93571974197094,-0.849175816933108,1.48564437009748,-0.571587544115548,0.567601435957423,NA,NA,NA,2.19166077133343,3.0003125222983,0,1.00030510482447,4,2
"ENSMUSG00000041750",0.547706279017493,2.90063490992696,5.92549788441037,0.489517499881041,0.624475368207609,NA,"Cd1d2","CD1d2 antigen",0,0,4.13256189838022,0,0,0
"ENSMUSG00000041757",682.578107613891,-0.458446156648431,0.213026766138058,-2.15205894057145,0.0313927124683277,0.221525306809818,"Plekha6","pleckstrin homology domain containing, family A member 6",847.619180187835,680.260475956207,382.464375786753,848.218751262579,823.932776426635,485.416380332309
"ENSMUSG00000041762",908.915652801364,-0.188745171667936,0.205353739974721,-0.919122153271573,0.35803168311216,0.750600908004502,"Gpr155","G protein-coupled receptor 155",840,1020,693,784,814,880
"ENSMUSG00000041763",240.849599792566,0.0782358757044144,0.267209159905662,0.292788898898659,0.769683514006901,0.948527596131149,"Tpp2","tripeptidyl peptidase II",339.596872630407,418.171622353193,323.275232153548,263.504098287871,310.461950744824,281.835828023732
"ENSMUSG00000041765",629.284935027974,-0.0304777489002981,0.119899499794894,-0.254194128853206,0.799345586173394,0.957947027035856,"Ubac2","ubiquitin associated domain containing 2",885.347723644933,733.194805738887,567,647.289404610626,573.21423991802,629
"ENSMUSG00000041769",767.207360891126,-0.015085219422647,0.192781915330714,-0.0782501792077778,0.937629047113932,0.990164767702461,"Ppp2r2d","protein phosphatase 2, regulatory subunit B, delta",652.099524203557,569.354875778623,434.052063516288,495.070107853207,501,374.080210678727
"ENSMUSG00000041771",3.90694714559009,0.855884943947054,1.10802738980303,0.772440240939529,0.439853727880917,0.807447526840271,"Slc24a4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",3.14133238874339,3.35506624466233,2,2.23636693352247,0,2.0915641127318
"ENSMUSG00000041773",168.597156237076,0.711384641077118,0.382994899459096,1.85742588760792,0.0632505862350431,0.339584953885272,"Enc1","ectodermal-neural cortex 1",109,153,123,95,36,69
"ENSMUSG00000041774",1.40389744014418,-0.0825213892571331,1.83508026480448,-0.0449688173535699,0.964132163946903,NA,"Ydjc","YdjC homolog (bacterial)",0,0,3.6627413409438,0,2,2
"ENSMUSG00000041775",112.732158866609,0.222858566956669,0.176162035215484,1.26507715856067,0.205843670011338,0.606910983248867,"Mapk1ip1","mitogen-activated protein kinase 1 interacting protein 1",98.9004757964437,113.64619299725,73.9479364837119,73.9354668777948,62,69.9242787031023
"ENSMUSG00000041777",342.205151546398,0.0352376387414066,0.209460911117022,0.168230141621603,0.866402229271466,0.976288236335769,"Cir1","corepressor interacting with RBPJ, 1",310.56022173111,269.813386543772,179.975100986397,266.220252370424,216,143
"ENSMUSG00000041779",320.085935611434,-0.553640063398088,0.180953283749206,-3.05957455939517,0.00221651608205306,0.0353995558694019,"Tram2","translocating chain-associating membrane protein 2",169,162,109,190,171,174
"ENSMUSG00000041781",505.345792589756,-0.0291994627417239,0.105750523994006,-0.276116482821199,0.782458601153713,0.952842758888595,"Cpsf2","cleavage and polyadenylation specific factor 2",723,765,515,669,517,517
"ENSMUSG00000041782",145.813040129096,0.516539020239929,0.341497984121363,1.5125682851948,0.130389355187163,0.487746722319534,"Lad1","ladinin",183.511130996802,307.966412562894,157.844041426081,89.7773094487117,151,129.053491619448
"ENSMUSG00000041794",5.17384701422673,2.06654919067978,1.26100677237396,1.63880895483957,0.101253053630011,0.43554080788858,"Myrip","myosin VIIA and Rab interacting protein",6.06659063100642,5.15669192293825,4.98293425001251,1.42124541033435,4.0263683999254,0
"ENSMUSG00000041797",53.7480638401136,-0.322335320819631,0.509688152939237,-0.632416741414938,0.527114597249979,0.854870111113663,"Abca9","ATP-binding cassette, sub-family A member 9",46,74,45,49,55,61
"ENSMUSG00000041798",5535.29161638808,0.949486913357517,0.296926373007953,3.19771835603193,0.00138519496033822,0.024623241954409,"Gck","glucokinase",11913,15025,14090,4599,6938,6496
"ENSMUSG00000041801",7.36835293787823,-0.00900174092215735,0.671736558553175,-0.0134007012236253,0.98930810739689,0.998814207846266,"Phlda3","pleckstrin homology like domain, family A, member 3",14,6,11,7,6,12
"ENSMUSG00000041809",1.53574481730447,-2.11039857578413,1.75391234453432,-1.20325202246322,0.228878809007346,NA,"Efhc1","EF-hand domain (C-terminal) containing 1",0,1,0,3,0,1
"ENSMUSG00000041815",743.30930697069,0.233749262559392,0.141172454480278,1.65577104556221,0.0977681934835697,0.429574834983455,"Poldip3","polymerase (DNA-directed), delta interacting protein 3",1073.00603091065,1045.88520628046,795,852.001280961846,703.004445189568,673.004947785051
"ENSMUSG00000041817",35.723521171717,-0.401634033340178,0.419403379828291,-0.957631847183998,0.338248434163326,0.732844147666087,"Fam169a","family with sequence similarity 169, member A",18.9173105102172,38.605232253771,38.599547151268,35.6183128295826,45.8549565786881,23.8453810111749
"ENSMUSG00000041827",159.805315449427,-0.728492307770461,0.358215501545728,-2.03367052689501,0.0419848256971674,0.265771116747155,"Oasl1","2'-5' oligoadenylate synthetase-like 1",292,230,185,263,293,379
"ENSMUSG00000041828",2304.6337428532,-0.16033949657079,0.351273294716363,-0.456452280838077,0.648064778076457,0.905042881175266,"Abca8a","ATP-binding cassette, sub-family A member 8a",2547.66779804769,2882.68962292509,1879.06207043328,2407,4081.72488492614,2074
"ENSMUSG00000041831",1.08746864550938,-0.148883444103205,2.17145857064234,-0.0685637967567414,0.945336837024835,NA,"Sytl3","synaptotagmin-like 3",0,1,1,2,0,0
"ENSMUSG00000041836",17.6710791430933,-6.27881397954824,1.77400104416782,-3.53935190748077,0.000401110755318382,0.00899566709070334,"Ptpre","protein tyrosine phosphatase receptor type E",0,0,0.00192434855233668,22.9707201773588,14.921086297376,1.44688979902562e-06
"ENSMUSG00000041837",105.585044096428,-0.200041753456135,0.252110185626319,-0.793469541736958,0.42750430814508,0.800600308541827,"Pdcd7","programmed cell death 7",119.884133804196,106.775748872829,61.0567990593004,105.393123793118,93.6334227775665,73.6830981773299
"ENSMUSG00000041840",37.5669199932268,0.01680464393343,0.345378152655595,0.0486557815085289,0.961193615353613,0.993971273461849,"Haus1","HAUS augmin-like complex, subunit 1",35.8360074687662,38.3857961457378,35.9481165897106,37.408939644511,30.2517637446157,24.7379322278205
"ENSMUSG00000041841",1597.41336774206,-0.0940251443276749,0.169009907909018,-0.556329185022047,0.577985839317816,0.877449972425503,"Rpl37","ribosomal protein L37",1755.24003697988,1870.51872662881,1122.88095768599,1713.0107457937,1473.47709415989,1021.57268947361
"ENSMUSG00000041842",5.71262504623834,-0.196123631557141,1.55992971292729,-0.125725941324051,0.899948866595672,0.984850568539012,"Fhdc1","FH2 domain containing 1",6.35859935837644,5,4,6,2,4
"ENSMUSG00000041845",460.6610013313,-0.117704097091106,0.169929208156469,-0.692665483280102,0.488519505179435,0.835028113958605,"Rhod","ras homolog family member D",342,369,253.696061895442,335.972467635099,297.074284905177,247
"ENSMUSG00000041846",1366.19991512042,-0.265192249257232,0.115946988267236,-2.28718531822502,0.0221850086064649,0.17758653559968,"Ppp4r3a","protein phosphatase 4 regulatory subunit 3A",1356.3004198101,1498.94872674708,993.182515648019,1325.94454754844,1427.33567352331,1081.28669525927
"ENSMUSG00000041849",263.705708480356,-0.0190763656119841,0.178143556249139,-0.107084230345695,0.914722157586757,0.987276537203461,"Card6","caspase recruitment domain family, member 6",318.077991312193,350,243.74992529136,261.665306208497,211.073016467649,266.944000699507
"ENSMUSG00000041852",617.81387824303,-0.0588830166111129,0.122183983169266,-0.481920912085017,0.629862129919829,0.89978377707421,"Tcf20","transcription factor 20",676.991124177457,864.045106467786,518.40486775743,572.668050389584,574.131281495174,618.821220019417
"ENSMUSG00000041859",56.1620778555621,-0.0699451929053354,0.312853188536042,-0.223571935554294,0.823090403091874,0.964548901278472,"Mcm3","minichromosome maintenance complex component 3",61.3483979787704,69.6400962068649,68.3549367985537,42,53.1643062553547,79
"ENSMUSG00000041870",538.566615423513,-0.180754710218494,0.131196061181475,-1.37774494592843,0.168282049141922,0.551598050540359,"Ankrd13a","ankyrin repeat domain 13a",698,715,560,756,550,598
"ENSMUSG00000041879",553.364642774546,0.210029854519866,0.104083050640211,2.01790640481789,0.0436010098899204,0.272256376214833,"Ipo9","importin 9",734,749,549,466,483,519
"ENSMUSG00000041881",1317.7471297716,0.218755444999648,0.156815020404645,1.39499038061005,0.163018740354618,0.543151578350067,"Ndufa7","NADH:ubiquinone oxidoreductase subunit A7",1794.90444878269,1778.92064296597,1302.89587188805,1474.94262561537,1280.97863461009,757.979816986295
"ENSMUSG00000041886",2.34891316365696,-1.96649732708828,5.85823813164064,-0.335680674444954,0.737111680606927,NA,"Macc1","metastasis associated in colon cancer 1",2.45225501575394e-08,2.8186274668744,0,0,2.13114434471938e-08,8.15063596041507
"ENSMUSG00000041889",5.96722433754175,0.0696124512751139,0.814623674356848,0.0854535087383429,0.931900854867929,0.989332860768431,"Shisa4","shisa family member 4",7,7,9,6,5,9
"ENSMUSG00000041890",202.069289594995,0.457821328940256,0.262402500840261,1.74472928982852,0.0810320023272503,0.386451407810875,"Git2","GIT ArfGAP 2",267.03126638035,231.033270823998,172.099088127196,191.051493828721,143.586385227812,171.310945603065
"ENSMUSG00000041891",4807.36771483499,-0.0667928217753096,0.176059642633766,-0.379376106733613,0.704408590836426,0.925157535181312,"Lman1","lectin, mannose-binding, 1",6336.01342000642,7987.02636312812,5611.89053405769,5789.20028345948,6552.98888136045,6005.26919147234
"ENSMUSG00000041895",305.236984126984,-0.371785562660093,0.19834323370881,-1.87445548662333,0.060867671874675,0.332331511250271,"Wipi1","WD repeat domain, phosphoinositide interacting 1",248,260,149,255,265,180
"ENSMUSG00000041911",1.46982287873981,2.79662884458787,1.92112569856303,1.45572403028063,0.145468924169562,NA,"Dlx1","distal-less homeobox 1",3.72806846259747,1,4,0,2,0
"ENSMUSG00000041912",33.9085016267541,0.747717928313511,0.579514870375616,1.29024804459094,0.196964549680798,0.594906054988811,"Tdrkh","tudor and KH domain containing protein",70.8298206133548,92.6414539256155,67.9905099329126,24.2449010473383,30.1889710440808,42.7504284898032
"ENSMUSG00000041915",753.558129618433,0.35454302572173,0.128598486551702,2.7569766583465,0.00583385157936751,0.0724049592453843,"Ammecr1l","AMME chromosomal region gene 1-like",1114.99001436512,1354.19170124689,805.990811569753,774.156321868745,654.148088171878,688.162096873545
"ENSMUSG00000041920",182.1131391856,-2.1273581185007,0.484264325304591,-4.3929688959901,1.11813129549919e-05,0.00043883364726886,"Slc16a6","solute carrier family 16 (monocarboxylic acid transporters), member 6",79.8110877304335,169.158109316592,101.876085192585,410.458834754038,567.163116701839,435.815944523493
"ENSMUSG00000041921",557.533834152793,0.555789145189896,0.15129718951115,3.67349285856322,0.000239257367075988,0.00604668618610225,"Metap1d","methionyl aminopeptidase type 1D (mitochondrial)",821.850742171103,830.559990906684,690.200062732325,480.532949319979,465.053305643868,406.941071253637
"ENSMUSG00000041923",2.22344967171831,-0.521938828448764,1.54740028502958,-0.337300460325807,0.73589041272371,NA,"Nol4","nucleolar protein 4",3.17808992881172,1,2,2.29985303060307,4.58343178185716,0
"ENSMUSG00000041926",605.148403364117,0.631934893331392,0.191603995146874,3.29813004602009,0.000973310448302445,0.0188502969842494,"Rnpep","arginyl aminopeptidase (aminopeptidase B)",1173.48579246737,1279.19720073172,1001.96879323325,574.882320251092,527,674.578662255034
"ENSMUSG00000041930",64.0252831646536,-0.483331173505185,0.543599027406561,-0.889131784895006,0.373932258449375,0.761771281754516,"Fam222a","family with sequence similarity 222, member A",23,32,12,38,17,19
"ENSMUSG00000041935",644.467973512938,0.182727499696772,0.169692158668655,1.07681758031949,0.281561769712653,0.686430560252702,"Rimoc1","RAB7A interacting MON1-CCZ1 complex subunit 1",507,638.785472863507,382.343426730967,422,320,372
"ENSMUSG00000041936",655.033778910763,-0.0461454747341699,0.16186414105526,-0.285087694120071,0.775576957698126,0.950883129429259,"Agrn","agrin",806,641,480,635,566,577
"ENSMUSG00000041939",485.132206165718,1.11989853981175,0.344152485637035,3.25407656939856,0.00113761612593474,0.0210144165565514,"Mvk","mevalonate kinase",712.008781216551,1183.02421159993,758.011668773192,278.008144456877,296.027387895001,402
"ENSMUSG00000041945",58.9567702349561,-0.0707998234655916,0.232579661293343,-0.304411069617539,0.76081473539036,0.945705387849295,"Mfsd9","major facilitator superfamily domain containing 9",90,69,47,66,61,55
"ENSMUSG00000041949",184.654529348023,-0.0946419752738482,0.153598870681814,-0.616163223425665,0.537786798170703,0.857863586632498,"Tango6","transport and golgi organization 6",199.611384410095,209.923980246229,165.215292526448,179.049792931032,199.312930886496,137.033845241928
"ENSMUSG00000041954",8.6756651165966,-0.203455332611106,0.718653851525657,-0.28310616046819,0.777095459331944,0.951015942823748,"Tnfrsf18","tumor necrosis factor receptor superfamily, member 18",10,10,15,12,5,7
"ENSMUSG00000041957",879.887477655196,0.0391868032400328,0.101850032566347,0.384750031518212,0.700422623451931,0.923835078317937,"Pkp2","plakophilin 2",1099,1284,883,858,933,861
"ENSMUSG00000041958",406.194905279698,-0.0275931533334555,0.204228878855055,-0.135108969349232,0.892525718690815,0.982812807950401,"Pigs","phosphatidylinositol glycan anchor biosynthesis, class S",385,490,295,266,308,398
"ENSMUSG00000041959",749.635023493866,0.149892477403978,0.167631932636929,0.89417615752619,0.371227646840363,0.760152351396381,"S100a10","S100 calcium binding protein A10 (calpactin)",1221,1148,913,839,879,743
"ENSMUSG00000041961",214.62838045352,0.564327370213036,0.246554441201492,2.28885501904972,0.0220877774951278,0.176914347475982,"Znrf3","zinc and ring finger 3",254.057007651261,295.321297556108,202.406367162616,153.196045341196,112.02434676587,156
"ENSMUSG00000041966",267.644694109301,0.460479828380186,0.217229478269437,2.11978517855223,0.0340241657893331,0.233548594800854,"Dcaf17","DDB1 and CUL4 associated factor 17",305.764119196683,381.852766395363,267.32868345895,272.321468160666,199.224723904107,238.013596003336
