From,To
Q9CS42,ENSMUSG00000025742.6
Q9CS74,ENSMUSG00000021810.4
Q9CSH3,ENSMUSG00000033166.12
Q9CSU0,ENSMUSG00000027651.17
Q9CT10,ENSMUSG00000002372.10
Q9CU62,ENSMUSG00000041133.12
Q9CV28,ENSMUSG00000026767.13
Q9CVB6,ENSMUSG00000006304.15
Q9CVD2,ENSMUSG00000021189.12
Q9CW03,ENSMUSG00000024974.11
Q9CW42,ENSMUSG00000026621.15
Q9CW46,ENSMUSG00000010205.12
Q9CW46,ENSMUSG00000111497.2
Q9CWB7,ENSMUSG00000024592.16
Q9CWD8,ENSMUSG00000035142.19
Q9CWE0,ENSMUSG00000046671.19
Q9CWG8,ENSMUSG00000024082.6
Q9CWI3,ENSMUSG00000030983.5
Q9CWJ9,ENSMUSG00000026192.14
Q9CWK3,ENSMUSG00000042502.11
Q9CWK8,ENSMUSG00000034484.9
Q9CWL8,ENSMUSG00000027649.16
Q9CWN7,ENSMUSG00000003135.16
Q9CWP6,ENSMUSG00000061778.11
Q9CWQ0,ENSMUSG00000033554.18
Q9CWR1,ENSMUSG00000025722.17
Q9CWS0,ENSMUSG00000028194.16
Q9CWS1,ENSMUSG00000020707.7
Q9CWS4,ENSMUSG00000029034.10
Q9CWT6,ENSMUSG00000045538.7
Q9CWU6,ENSMUSG00000005882.19
Q9CWU9,ENSMUSG00000035351.17
Q9CWV0,ENSMUSG00000029815.13
Q9CWW6,ENSMUSG00000079480.4
Q9CWX4,ENSMUSG00000032044.5
Q9CWX9,ENSMUSG00000030204.11
Q9CWY8,ENSMUSG00000052926.17
Q9CWZ3,ENSMUSG00000038374.11
Q9CWZ7,ENSMUSG00000024581.14
Q9CX00,ENSMUSG00000031729.7
Q9CX25,ENSMUSG00000040139.15
Q9CX30,ENSMUSG00000030588.13
Q9CX34,ENSMUSG00000022024.11
Q9CX56,ENSMUSG00000030591.18
Q9CX86,ENSMUSG00000007836.7
Q9CX98,ENSMUSG00000027983.14
Q9CXA2,ENSMUSG00000019718.9
Q9CXC3,ENSMUSG00000027424.12
Q9CXD6,ENSMUSG00000021371.6
Q9CXE7,ENSMUSG00000063406.12
Q9CXF0,ENSMUSG00000026866.18
Q9CXF4,ENSMUSG00000020130.10
Q9CXG3,ENSMUSG00000015757.11
Q9CXI0,ENSMUSG00000041733.11
Q9CXI5,ENSMUSG00000032575.17
Q9CXJ1,ENSMUSG00000030871.12
Q9CXJ4,ENSMUSG00000028973.19
Q9CXK4,ENSMUSG00000027953.14
Q9CXK8,ENSMUSG00000031917.13
Q9CXK9,ENSMUSG00000048271.15
Q9CXL1,ENSMUSG00000028822.12
Q9CXN7,ENSMUSG00000020072.16
Q9CXR1,ENSMUSG00000021094.11
Q9CXS4,ENSMUSG00000018509.9
Q9CXT8,ENSMUSG00000029017.14
Q9CXV1,ENSMUSG00000000171.6
Q9CXW2,ENSMUSG00000032459.10
Q9CXW3,ENSMUSG00000014226.11
Q9CXW4,ENSMUSG00000059291.16
Q9CXY1,ENSMUSG00000013495.16
Q9CXY6,ENSMUSG00000001016.13
Q9CXY9,ENSMUSG00000039047.18
Q9CY16,ENSMUSG00000040269.6
Q9CY18,ENSMUSG00000028007.14
Q9CY21,ENSMUSG00000005378.18
Q9CY27,ENSMUSG00000031708.18
Q9CY28,ENSMUSG00000022668.11
Q9CY45,ENSMUSG00000021951.8
Q9CY50,ENSMUSG00000021427.11
Q9CY57,ENSMUSG00000001017.17
Q9CY58,ENSMUSG00000036371.7
Q9CY62,ENSMUSG00000055850.13
Q9CY64,ENSMUSG00000001999.16
Q9CY66,ENSMUSG00000028010.17
Q9CY73,ENSMUSG00000026248.10
Q9CY97,ENSMUSG00000029038.10
Q9CYA0,ENSMUSG00000023272.5
Q9CYA6,ENSMUSG00000029427.13
Q9CYF5,ENSMUSG00000061979.9
Q9CYG7,ENSMUSG00000018322.11
Q9CYH2,ENSMUSG00000021792.16
Q9CYH6,ENSMUSG00000061024.9
Q9CYI0,ENSMUSG00000057181.17
Q9CYI4,ENSMUSG00000024188.17
Q9CYK1,ENSMUSG00000004233.15
Q9CYN2,ENSMUSG00000035227.8
Q9CYN9,ENSMUSG00000031007.3
Q9CYR0,ENSMUSG00000029911.15
Q9CYR6,ENSMUSG00000056131.14
Q9CYS6,ENSMUSG00000026227.12
Q9CYV5,ENSMUSG00000039428.12
Q9CYW4,ENSMUSG00000038422.3
Q9CYX7,ENSMUSG00000001305.6
Q9CYY7,ENSMUSG00000016257.16
Q9CYZ2,ENSMUSG00000000827.19
Q9CYZ6,ENSMUSG00000058833.12
Q9CZ04,ENSMUSG00000030127.16
Q9CZ13,ENSMUSG00000025651.15
Q9CZ28,ENSMUSG00000006058.11
Q9CZ30,ENSMUSG00000027108.16
Q9CZ44,ENSMUSG00000027455.17
Q9CZ57,ENSMUSG00000028706.15
Q9CZ69,ENSMUSG00000032434.10
Q9CZ83,ENSMUSG00000036860.15
Q9CZ91,ENSMUSG00000024528.9
Q9CZB0,ENSMUSG00000058076.13
Q9CZD3,ENSMUSG00000029777.11
Q9CZD5,ENSMUSG00000016510.12
Q9CZE3,ENSMUSG00000019832.6
Q9CZG9,ENSMUSG00000015668.14
Q9CZH3,ENSMUSG00000029551.14
Q9CZL2,ENSMUSG00000050549.9
Q9CZL5,ENSMUSG00000021496.13
Q9CZM2,ENSMUSG00000012405.17
Q9CZN7,ENSMUSG00000025403.6
Q9CZN8,ENSMUSG00000019863.8
Q9CZP0,ENSMUSG00000051502.8
Q9CZP5,ENSMUSG00000026172.13
Q9CZR3,ENSMUSG00000005674.10
Q9CZR4,ENSMUSG00000041012.5
Q9CZR8,ENSMUSG00000040521.12
Q9CZS1,ENSMUSG00000035561.6
Q9CZT6,ENSMUSG00000022748.9
Q9CZU3,ENSMUSG00000016018.5
Q9CZU4,ENSMUSG00000020832.15
Q9CZU6,ENSMUSG00000005683.9
Q9CZV8,ENSMUSG00000020883.19
Q9CZW4,ENSMUSG00000032883.16
Q9CZW5,ENSMUSG00000022752.10
Q9CZX0,ENSMUSG00000022031.7
Q9CZX7,ENSMUSG00000028221.4
Q9CZX8,ENSMUSG00000040952.17
Q9CZX9,ENSMUSG00000027131.4
Q9CZY3,ENSMUSG00000078923.11
Q9D009,ENSMUSG00000030725.5
Q9D020,ENSMUSG00000029780.15
Q9D023,ENSMUSG00000026568.7
Q9D024,ENSMUSG00000078622.9
Q9D051,ENSMUSG00000021748.10
Q9D071,ENSMUSG00000025159.9
Q9D074,ENSMUSG00000022517.18
Q9D081,ENSMUSG00000039887.12
Q9D0A3,ENSMUSG00000039043.6
Q9D0B0,ENSMUSG00000029538.15
Q9D0B5,ENSMUSG00000028251.6
Q9D0B6,ENSMUSG00000031226.14
Q9D0C4,ENSMUSG00000034442.12
Q9D0D3,ENSMUSG00000024234.8
Q9D0D5,ENSMUSG00000022828.11
Q9D0E1,ENSMUSG00000059208.16
Q9D0F3,ENSMUSG00000041891.17
Q9D0F6,ENSMUSG00000029363.15
Q9D0F9,ENSMUSG00000025791.19
Q9D0G0,ENSMUSG00000021731.11
Q9D0I4,ENSMUSG00000061455.14
Q9D0I8,ENSMUSG00000028741.14
Q9D0I9,ENSMUSG00000018848.5
Q9D0J4,ENSMUSG00000024944.7
Q9D0J8,ENSMUSG00000030122.14
Q9D0K1,ENSMUSG00000020283.6
Q9D0K2,ENSMUSG00000022186.15
Q9D0L4,ENSMUSG00000021044.16
Q9D0L7,ENSMUSG00000038525.17
Q9D0L8,ENSMUSG00000009535.14
Q9D0M0,ENSMUSG00000025785.6
Q9D0M3,ENSMUSG00000022551.9
Q9D0M5,ENSMUSG00000020483.15
Q9D0P0,ENSMUSG00000021928.10
Q9D0Q7,ENSMUSG00000018882.13
Q9D0R2,ENSMUSG00000022241.7
Q9D0R4,ENSMUSG00000004393.11
Q9D0R8,ENSMUSG00000020922.12
Q9D0S9,ENSMUSG00000028470.11
Q9D0T1,ENSMUSG00000063480.9
Q9D0T2,ENSMUSG00000026659.14
Q9D0V7,ENSMUSG00000022339.10
Q9D0W5,ENSMUSG00000024007.16
Q9D0Y8,ENSMUSG00000010406.13
Q9D0Z3,ENSMUSG00000048772.16
Q9D110,ENSMUSG00000066442.18
Q9D113,ENSMUSG00000075467.5
Q9D125,ENSMUSG00000014551.9
Q9D136,ENSMUSG00000025169.7
Q9D142,ENSMUSG00000002804.5
Q9D154,ENSMUSG00000044734.17
Q9D162,ENSMUSG00000024018.19
Q9D168,ENSMUSG00000028016.10
Q9D172,ENSMUSG00000053329.8
Q9D187,ENSMUSG00000031879.15
Q9D1A0,ENSMUSG00000021482.11
Q9D1A2,ENSMUSG00000024644.18
Q9D1B9,ENSMUSG00000024181.10
Q9D1C3,ENSMUSG00000043162.8
Q9D1C8,ENSMUSG00000115987.2
Q9D1C9,ENSMUSG00000018040.10
Q9D1D4,ENSMUSG00000021248.10
Q9D1E6,ENSMUSG00000006095.13
Q9D1E8,ENSMUSG00000031467.11
Q9D1F4,ENSMUSG00000011096.18
Q9D1G1,ENSMUSG00000024870.7
Q9D1G2,ENSMUSG00000027952.17
Q9D1H6,ENSMUSG00000028261.14
Q9D1H7,ENSMUSG00000025858.13
Q9D1H8,ENSMUSG00000030037.10
Q9D1I5,ENSMUSG00000033429.11
Q9D1I6,ENSMUSG00000023939.8
Q9D1J3,ENSMUSG00000078427.4
Q9D1K2,ENSMUSG00000004285.13
Q9D1L0,ENSMUSG00000070493.4
Q9D1L9,ENSMUSG00000087260.6
Q9D1M0,ENSMUSG00000030298.11
Q9D1M4,ENSMUSG00000001707.9
Q9D1M7,ENSMUSG00000003355.8
Q9D1N9,ENSMUSG00000024829.13
Q9D1P0,ENSMUSG00000022370.14
Q9D1P2,ENSMUSG00000030801.11
Q9D1P4,ENSMUSG00000001774.9
Q9D1Q4,ENSMUSG00000042737.10
Q9D1Q6,ENSMUSG00000028343.11
Q9D1R1,ENSMUSG00000030614.9
Q9D1R2,ENSMUSG00000073775.5
Q9D1R9,ENSMUSG00000062006.13
Q9D1Z3,ENSMUSG00000039065.12
Q9D273,ENSMUSG00000029575.18
Q9D281,ENSMUSG00000029185.15
Q9D287,ENSMUSG00000005687.15
Q9D291,ENSMUSG00000026502.14
Q9D2C2,ENSMUSG00000006763.15
Q9D2C7,ENSMUSG00000023010.16
Q9D2E2,ENSMUSG00000028688.14
Q9D2G2,ENSMUSG00000004789.11
Q9D2L1,ENSMUSG00000021592.19
Q9D2M8,ENSMUSG00000022674.16
Q9D2N9,ENSMUSG00000029434.13
Q9D2R0,ENSMUSG00000029482.5
Q9D2R8,ENSMUSG00000029918.10
Q9D2V5,ENSMUSG00000027628.11
Q9D2V7,ENSMUSG00000039637.16
Q9D2Y4,ENSMUSG00000012519.15
Q9D338,ENSMUSG00000030045.11
Q9D358,ENSMUSG00000044573.17
Q9D379,ENSMUSG00000038776.14
Q9D394,ENSMUSG00000029291.12
Q9D3A8,ENSMUSG00000038473.15
Q9D3B1,ENSMUSG00000035376.11
Q9D3D9,ENSMUSG00000003072.16
Q9D3E6,ENSMUSG00000037286.16
Q9D3N8,ENSMUSG00000038515.11
Q9D3U0,ENSMUSG00000020280.13
Q9D404,ENSMUSG00000021786.14
Q9D4F2,ENSMUSG00000040105.4
Q9D4H1,ENSMUSG00000021357.16
Q9D4H2,ENSMUSG00000029708.10
Q9D4H8,ENSMUSG00000024231.16
Q9D4H9,ENSMUSG00000029629.18
Q9D4J7,ENSMUSG00000025626.17
Q9D4V7,ENSMUSG00000022827.15
Q9D517,ENSMUSG00000001211.16
Q9D554,ENSMUSG00000028902.5
Q9D5J6,ENSMUSG00000005951.14
Q9D5R2,ENSMUSG00000035560.6
Q9D5T0,ENSMUSG00000013662.7
Q9D5V6,ENSMUSG00000031357.4
Q9D620,ENSMUSG00000031488.15
Q9D662,ENSMUSG00000027429.17
Q9D665,ENSMUSG00000034308.14
Q9D666,ENSMUSG00000036817.15
Q9D6J5,ENSMUSG00000025204.11
Q9D6J6,ENSMUSG00000024099.16
Q9D6K5,ENSMUSG00000090935.11
Q9D6K5,ENSMUSG00000021139.18
Q9D6K7,ENSMUSG00000022151.17
Q9D6K8,ENSMUSG00000031198.5
Q9D6L8,ENSMUSG00000026035.16
Q9D6M3,ENSMUSG00000019082.19
Q9D6N5,ENSMUSG00000024914.17
Q9D6R2,ENSMUSG00000032279.12
Q9D6S7,ENSMUSG00000026887.10
Q9D6T0,ENSMUSG00000003421.14
Q9D6U8,ENSMUSG00000003955.9
Q9D6W8,ENSMUSG00000045176.4
Q9D6Y7,ENSMUSG00000054733.10
Q9D6Y9,ENSMUSG00000022707.18
Q9D6Z0,ENSMUSG00000002661.15
Q9D6Z1,ENSMUSG00000027405.17
Q9D706,ENSMUSG00000022466.7
Q9D710,ENSMUSG00000050043.17
Q9D711,ENSMUSG00000031379.14
Q9D735,ENSMUSG00000041203.10
Q9D753,ENSMUSG00000027752.16
Q9D773,ENSMUSG00000002767.14
Q9D787,ENSMUSG00000022771.18
Q9D799,ENSMUSG00000059183.13
Q9D7A8,ENSMUSG00000027599.10
Q9D7E3,ENSMUSG00000038268.5
Q9D7G0,ENSMUSG00000031432.4
Q9D7H3,ENSMUSG00000000339.15
Q9D7I5,ENSMUSG00000030946.14
Q9D7J4,ENSMUSG00000026500.7
Q9D7J9,ENSMUSG00000039063.6
Q9D7K5,ENSMUSG00000057229.12
Q9D7N3,ENSMUSG00000060679.15
Q9D7N6,ENSMUSG00000026087.12
Q9D7N9,ENSMUSG00000033096.8
Q9D7P6,ENSMUSG00000025825.13
Q9D7S7,ENSMUSG00000039221.11
Q9D7S9,ENSMUSG00000028419.6
Q9D7V9,ENSMUSG00000029413.15
Q9D7X3,ENSMUSG00000003518.14
Q9D7X8,ENSMUSG00000002797.10
Q9D7Z3,ENSMUSG00000063200.5
Q9D816,ENSMUSG00000025002.6
Q9D819,ENSMUSG00000020089.9
Q9D820,ENSMUSG00000032673.6
Q9D823,ENSMUSG00000041841.9
Q9D824,ENSMUSG00000029227.16
Q9D826,ENSMUSG00000017453.5
Q9D832,ENSMUSG00000028035.14
Q9D868,ENSMUSG00000060288.14
Q9D868,ENSMUSG00000033036.10
Q9D880,ENSMUSG00000003438.18
Q9D883,ENSMUSG00000061613.14
Q9D892,ENSMUSG00000074797.12
Q9D898,ENSMUSG00000026755.15
Q9D8B3,ENSMUSG00000038467.16
Q9D8B6,ENSMUSG00000027495.5
Q9D8C4,ENSMUSG00000010358.14
Q9D8E6,ENSMUSG00000032399.9
Q9D8H7,ENSMUSG00000035069.4
Q9D8K3,ENSMUSG00000009092.6
Q9D8K8,ENSMUSG00000018677.10
Q9D8M4,ENSMUSG00000063888.8
Q9D8N0,ENSMUSG00000071644.11
Q9D8N2,ENSMUSG00000024993.16
Q9D8P4,ENSMUSG00000030879.11
Q9D8S3,ENSMUSG00000054277.9
Q9D8S4,ENSMUSG00000032026.8
Q9D8S9,ENSMUSG00000015943.12
Q9D8T0,ENSMUSG00000031399.16
Q9D8T2,ENSMUSG00000022575.6
Q9D8T7,ENSMUSG00000021040.16
Q9D8U2,ENSMUSG00000022856.10
Q9D8U8,ENSMUSG00000027423.16
Q9D8V0,ENSMUSG00000019188.17
Q9D8W5,ENSMUSG00000020720.14
Q9D8W7,ENSMUSG00000029153.12
Q9D8X1,ENSMUSG00000025193.15
Q9D8X2,ENSMUSG00000007721.7
Q9D8Y1,ENSMUSG00000030615.13
Q9D8Z1,ENSMUSG00000044475.15
Q9D902,ENSMUSG00000031585.14
Q9D903,ENSMUSG00000028729.16
Q9D906,ENSMUSG00000030314.17
Q9D920,ENSMUSG00000042992.16
Q9D924,ENSMUSG00000044792.8
Q9D937,ENSMUSG00000071653.10
Q9D938,ENSMUSG00000019158.10
Q9D939,ENSMUSG00000023122.7
Q9D945,ENSMUSG00000020224.16
Q9D958,ENSMUSG00000021917.17
Q9D967,ENSMUSG00000002329.8
Q9D9H8,ENSMUSG00000038323.4
Q9D9K3,ENSMUSG00000003604.15
Q9D9M5,ENSMUSG00000027088.11
Q9D9V3,ENSMUSG00000019883.12
Q9DA08,ENSMUSG00000030714.15
Q9DA19,ENSMUSG00000041777.13
Q9DAA6,ENSMUSG00000034321.15
Q9DAC7,ENSMUSG00000066637.3
Q9DAK9,ENSMUSG00000036504.7
Q9DAM5,ENSMUSG00000020744.14
Q9DAR7,ENSMUSG00000032040.16
Q9DAS9,ENSMUSG00000036402.14
Q9DAT5,ENSMUSG00000022386.13
Q9DAU1,ENSMUSG00000023973.14
Q9DAV9,ENSMUSG00000028420.14
Q9DAW6,ENSMUSG00000066148.4
Q9DAW9,ENSMUSG00000053931.12
Q9DAZ9,ENSMUSG00000068580.12
Q9DB05,ENSMUSG00000006024.14
Q9DB15,ENSMUSG00000039640.8
Q9DB16,ENSMUSG00000021981.11
Q9DB20,ENSMUSG00000022956.12
Q9DB25,ENSMUSG00000036632.10
Q9DB26,ENSMUSG00000079484.13
Q9DB27,ENSMUSG00000000355.14
Q9DB28,ENSMUSG00000060152.15
Q9DB29,ENSMUSG00000062054.8
Q9DB30,ENSMUSG00000030815.12
Q9DB34,ENSMUSG00000033916.6
Q9DB43,ENSMUSG00000024792.10
Q9DB60,ENSMUSG00000029059.10
Q9DB73,ENSMUSG00000026456.19
Q9DB76,ENSMUSG00000022217.15
Q9DB77,ENSMUSG00000030884.13
Q9DB85,ENSMUSG00000030888.15
Q9DB90,ENSMUSG00000002210.12
Q9DB96,ENSMUSG00000022204.10
Q9DBA6,ENSMUSG00000020087.6
Q9DBA8,ENSMUSG00000015890.3
Q9DBB4,ENSMUSG00000022020.16
Q9DBB5,ENSMUSG00000093661.2
Q9DBB8,ENSMUSG00000011382.9
Q9DBB9,ENSMUSG00000023176.10
Q9DBC0,ENSMUSG00000035757.18
Q9DBC3,ENSMUSG00000024019.19
Q9DBC7,ENSMUSG00000020612.17
Q9DBD0,ENSMUSG00000033688.11
Q9DBD5,ENSMUSG00000018921.12
Q9DBE0,ENSMUSG00000023044.3
Q9DBE8,ENSMUSG00000039740.7
Q9DBE9,ENSMUSG00000020706.14
Q9DBF1,ENSMUSG00000053644.14
Q9DBG1,ENSMUSG00000026170.7
Q9DBG3,ENSMUSG00000035152.15
Q9DBG5,ENSMUSG00000024197.11
Q9DBG6,ENSMUSG00000027642.16
Q9DBG7,ENSMUSG00000032042.12
Q9DBH0,ENSMUSG00000031930.12
Q9DBH5,ENSMUSG00000021484.9
Q9DBI0,ENSMUSG00000016942.7
Q9DBJ1,ENSMUSG00000011752.8
Q9DBJ3,ENSMUSG00000038859.8
Q9DBK0,ENSMUSG00000021620.5
Q9DBL1,ENSMUSG00000030861.16
Q9DBL2,ENSMUSG00000027865.11
Q9DBL7,ENSMUSG00000001755.13
Q9DBL9,ENSMUSG00000032540.17
Q9DBM0,ENSMUSG00000024254.16
Q9DBM1,ENSMUSG00000063808.15
Q9DBM2,ENSMUSG00000022853.8
Q9DBN1,ENSMUSG00000028327.15
Q9DBN5,ENSMUSG00000047866.21
Q9DBQ7,ENSMUSG00000026584.15
Q9DBR0,ENSMUSG00000024045.7
Q9DBR1,ENSMUSG00000027433.6
Q9DBR3,ENSMUSG00000032468.12
Q9DBR7,ENSMUSG00000019907.11
Q9DBS1,ENSMUSG00000030095.11
Q9DBS2,ENSMUSG00000029030.15
Q9DBS5,ENSMUSG00000003546.11
Q9DBT5,ENSMUSG00000027889.18
Q9DBT9,ENSMUSG00000042102.8
Q9DBU0,ENSMUSG00000002320.16
Q9DBU3,ENSMUSG00000024404.8
Q9DBW0,ENSMUSG00000079057.5
Q9DBX2,ENSMUSG00000009030.15
Q9DBY8,ENSMUSG00000026516.9
Q9DBZ5,ENSMUSG00000053565.11
Q9DC16,ENSMUSG00000001576.16
Q9DC23,ENSMUSG00000027006.14
Q9DC28,ENSMUSG00000025162.19
Q9DC29,ENSMUSG00000026198.16
Q9DC37,ENSMUSG00000027775.10
Q9DC48,ENSMUSG00000038446.9
Q9DC50,ENSMUSG00000003623.5
Q9DC51,ENSMUSG00000000001.5
Q9DC61,ENSMUSG00000026926.15
Q9DC63,ENSMUSG00000027180.13
Q9DC69,ENSMUSG00000000399.11
Q9DC70,ENSMUSG00000020153.15
Q9DC71,ENSMUSG00000028861.14
Q9DCA5,ENSMUSG00000022247.13
Q9DCB8,ENSMUSG00000021241.8
Q9DCC4,ENSMUSG00000022571.10
Q9DCC7,ENSMUSG00000052605.13
Q9DCC8,ENSMUSG00000093904.3
Q9DCD0,ENSMUSG00000028961.16
Q9DCD2,ENSMUSG00000019470.13
Q9DCD6,ENSMUSG00000018567.15
Q9DCE5,ENSMUSG00000038683.17
Q9DCF9,ENSMUSG00000027828.13
Q9DCG2,ENSMUSG00000060703.13
Q9DCG6,ENSMUSG00000112129.2
Q9DCG9,ENSMUSG00000038812.17
Q9DCH2,ENSMUSG00000029715.6
Q9DCH4,ENSMUSG00000031029.7
Q9DCH6,ENSMUSG00000030629.16
Q9DCI9,ENSMUSG00000015672.5
Q9DCJ1,ENSMUSG00000024142.16
Q9DCJ5,ENSMUSG00000026895.8
Q9DCJ7,ENSMUSG00000065990.13
Q9DCK3,ENSMUSG00000025511.16
Q9DCL2,ENSMUSG00000032381.6
Q9DCL4,ENSMUSG00000057234.10
Q9DCL9,ENSMUSG00000029247.18
Q9DCM0,ENSMUSG00000064254.7
Q9DCM2,ENSMUSG00000029864.8
Q9DCN1,ENSMUSG00000024228.13
Q9DCN2,ENSMUSG00000018042.19
Q9DCP2,ENSMUSG00000010064.16
Q9DCQ2,ENSMUSG00000038704.13
Q9DCQ3,ENSMUSG00000103421.2
Q9DCQ3,ENSMUSG00000098306.10
Q9DCR2,ENSMUSG00000024480.10
Q9DCS1,ENSMUSG00000023367.15
Q9DCS2,ENSMUSG00000025731.17
Q9DCS3,ENSMUSG00000028910.13
Q9DCS9,ENSMUSG00000040048.15
Q9DCT1,ENSMUSG00000045410.19
Q9DCT2,ENSMUSG00000005510.10
Q9DCT5,ENSMUSG00000002064.11
Q9DCT8,ENSMUSG00000006356.11
Q9DCU2,ENSMUSG00000031775.6
Q9DCU6,ENSMUSG00000003299.11
Q9DCU9,ENSMUSG00000025176.15
Q9DCV3,ENSMUSG00000030747.6
Q9DCV4,ENSMUSG00000028229.12
Q9DCW2,ENSMUSG00000032372.15
Q9DCW4,ENSMUSG00000004610.5
Q9DCX2,ENSMUSG00000034566.11
Q9DCX8,ENSMUSG00000019762.5
Q9DCY0,ENSMUSG00000024694.10
Q9DCZ1,ENSMUSG00000000253.14
Q9DCZ4,ENSMUSG00000079508.9
Q9DD02,ENSMUSG00000062797.15
Q9DD03,ENSMUSG00000027935.15
Q9DD06,ENSMUSG00000009281.7
Q9DD18,ENSMUSG00000027430.13
Q9DD20,ENSMUSG00000025347.5
Q9EP53,ENSMUSG00000026812.17
Q9EP69,ENSMUSG00000025240.11
Q9EP71,ENSMUSG00000022246.15
Q9EP72,ENSMUSG00000055943.6
Q9EP75,ENSMUSG00000024292.16
Q9EP89,ENSMUSG00000032370.9
Q9EP96,ENSMUSG00000030237.15
Q9EP97,ENSMUSG00000005204.13
Q9EPA7,ENSMUSG00000028992.14
Q9EPB5,ENSMUSG00000058586.13
Q9EPC1,ENSMUSG00000030770.16
Q9EPE9,ENSMUSG00000031862.12
Q9EPJ9,ENSMUSG00000027575.20
Q9EPK2,ENSMUSG00000060090.17
Q9EPK6,ENSMUSG00000024357.11
Q9EPK7,ENSMUSG00000022100.15
Q9EPL0,ENSMUSG00000020868.16
Q9EPL8,ENSMUSG00000066232.5
Q9EPL9,ENSMUSG00000029098.18
Q9EPQ7,ENSMUSG00000046027.18
Q9EPR4,ENSMUSG00000027340.16
Q9EPS3,ENSMUSG00000032252.15
Q9EPT5,ENSMUSG00000032548.15
Q9EPU0,ENSMUSG00000058301.9
Q9EPU4,ENSMUSG00000034022.9
Q9EPV8,ENSMUSG00000084786.10
Q9EQ06,ENSMUSG00000029311.17
Q9EQ20,ENSMUSG00000021238.12
Q9EQ21,ENSMUSG00000050440.9
Q9EQ32,ENSMUSG00000025017.11
Q9EQ61,ENSMUSG00000020430.13
Q9EQ80,ENSMUSG00000026036.18
Q9EQC1,ENSMUSG00000042289.12
Q9EQC5,ENSMUSG00000024941.10
Q9EQF5,ENSMUSG00000022304.14
Q9EQG9,ENSMUSG00000021669.17
Q9EQH2,ENSMUSG00000021583.8
Q9EQH3,ENSMUSG00000031696.10
Q9EQI8,ENSMUSG00000030612.7
Q9EQJ0,ENSMUSG00000032741.10
Q9EQJ9,ENSMUSG00000052539.16
Q9EQK5,ENSMUSG00000030681.19
Q9EQM6,ENSMUSG00000022718.13
Q9EQN9,ENSMUSG00000040918.13
Q9EQP2,ENSMUSG00000027293.14
Q9EQQ2,ENSMUSG00000024487.6
Q9EQQ9,ENSMUSG00000025220.9
Q9EQU5,ENSMUSG00000054766.14
Q9EQZ6,ENSMUSG00000049044.17
Q9ER00,ENSMUSG00000028879.5
Q9ER35,ENSMUSG00000025175.13
Q9ER39,ENSMUSG00000026849.19
Q9ER41,ENSMUSG00000026848.15
Q9ER64,ENSMUSG00000037606.19
Q9ER69,ENSMUSG00000060475.14
Q9ER72,ENSMUSG00000010755.18
Q9ER73,ENSMUSG00000027167.12
Q9ER88,ENSMUSG00000068921.15
Q9ERA0,ENSMUSG00000009733.10
Q9ERA6,ENSMUSG00000029345.14
Q9ERB0,ENSMUSG00000022765.11
Q9ERE7,ENSMUSG00000038503.16
Q9ERF3,ENSMUSG00000061559.16
Q9ERG0,ENSMUSG00000023022.15
Q9ERG2,ENSMUSG00000020954.17
Q9ERI5,ENSMUSG00000056962.12
Q9ERI6,ENSMUSG00000020621.7
Q9ERK4,ENSMUSG00000002718.15
Q9ERN0,ENSMUSG00000040188.11
Q9ERR1,ENSMUSG00000018736.15
Q9ERS2,ENSMUSG00000036199.10
Q9ERU3,ENSMUSG00000059878.13
Q9ERU9,ENSMUSG00000003226.8
Q9ERV1,ENSMUSG00000000439.10
Q9ERY9,ENSMUSG00000021252.12
Q9ES00,ENSMUSG00000028960.21
Q9ES28,ENSMUSG00000031511.17
Q9ES34,ENSMUSG00000029577.14
Q9ES56,ENSMUSG00000032112.11
Q9ES74,ENSMUSG00000026393.11
Q9ES97,ENSMUSG00000024758.16
Q9ESL4,ENSMUSG00000004085.15
Q9ESN6,ENSMUSG00000027993.17
Q9ESP1,ENSMUSG00000022769.10
Q9EST3,ENSMUSG00000020454.18
Q9EST4,ENSMUSG00000024537.6
Q9EST5,ENSMUSG00000028333.11
Q9ESU6,ENSMUSG00000024002.19
Q9ESV0,ENSMUSG00000041645.15
Q9ESW4,ENSMUSG00000029916.12
Q9ESW8,ENSMUSG00000056204.9
Q9ESX5,ENSMUSG00000031403.15
Q9ESY9,ENSMUSG00000031838.11
Q9ESZ8,ENSMUSG00000060261.17
Q9ET01,ENSMUSG00000021069.18
Q9ET22,ENSMUSG00000026958.14
Q9ET26,ENSMUSG00000006418.18
Q9ET30,ENSMUSG00000025016.12
Q9ET54,ENSMUSG00000058056.17
Q9JHE3,ENSMUSG00000024887.11
Q9JHE7,ENSMUSG00000045752.14
Q9JHH6,ENSMUSG00000021999.10
Q9JHH9,ENSMUSG00000018672.16
Q9JHI2,ENSMUSG00000031949.18
Q9JHI5,ENSMUSG00000027332.12
Q9JHI7,ENSMUSG00000027714.12
Q9JHJ0,ENSMUSG00000058587.10
Q9JHJ3,ENSMUSG00000001418.14
Q9JHK4,ENSMUSG00000040472.16
Q9JHP7,ENSMUSG00000026047.14
Q9JHS3,ENSMUSG00000028062.16
Q9JHS4,ENSMUSG00000015357.11
Q9JHS9,ENSMUSG00000004096.10
Q9JHT5,ENSMUSG00000042225.4
